City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
noida,3 BHK Apartment for Rent in Noida Extension,Panchsheel Greens 2,Semi-Furnished,Bachelors,Immediately,1510 sqft,18 out of 25,North - East,Garden/Park,3,4,"₹19,000","If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Noida Extension. Located within the premium project of Panchsheel Greens 2, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 19,000/-. Although, the occupier is required to deposit a booking amount of Rs 19000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors. Some added-on facilities available with the flat are bar/lounge, air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts. It provides an amazing view of garden/park. Also, it features 4 balconies that are spacious. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. A beautifully designed abode, the flat is semi-furnished. It is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Gaur City, Greater Noida West",Gaur City,Semi-Furnished,Bachelors/Family,Immediately,None,1 out of 19,North,"Garden/Park, Main Road",2,4,"₹11,000","If taking a flat for rent is on you mind, you must go for 2 BHK flat in Greater Noida West located at the heart of the city. The spacious flat offered on rent is part of the popular project Gaur City. The rental amount of the flat is an affordable Rs 11,000/-. Plus you need to pay a booking amount of only Rs 11000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are bar/lounge, banquet hall, jogging and strolling track, outdoor tennis courts, internet/wi-fi connectivity. The location ensures a splendid view of garden/park, main road. Also, there are 4 balconies in the flat. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. Moreover, 1 study room can be utilised as a guest room or office area. The flat is well-designed and comes semi-furnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Gaur 16Park View , Yamuna Expressway",Gaur 16Park View ,Unfurnished,Bachelors,Immediately,1000 sqft,19 out of 25,None,Garden/Park,2,3,"₹7,500","Rent flats of 2 BHK in the prime locality of Yamuna Expressway. This charming flat available on rent is part of the Gaur 16park View . The rental rates are quite justifiable and set at an amount of Rs 7,500/-. However, you will have to deposit a booking amount of Rs 10000/- if you wish to rent this flat. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors. The flat comes with some add-on facilities such as ro water system,visitor parking. It is well-positioned and one can get a view of garden/park. In addition to this, the flat is studded with capacious 3 balconies. The flat available on rent features 2 spacious bedrooms. To serve the occupier optimally, the flat comes unfurnished. The flat is immediately available for rent. "
greater-noida,4 BHK Builder Floor for Rent in Delta 1,None,Furnished,Bachelors/Family,Immediately,None,None,None,None,4,None,"₹14,500","A well located Builder Floor Apartment for Rent in the prime locality of Delta I in Greater Noida. Good cross ventilation, natural light, airy, proximity to premium locality. Located in a peaceful area with ample car parking."
greater-noida,"2 BHK Apartment for Rent in Iec White House, Phi 2",Iec White House,Semi-Furnished,Bachelors,Immediately,1050 sqft,Upper Basement out of 22,North - East,"Garden/Park, Main Road",2,2,"₹10,000","new property Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Phi 2. This charming flat available on rent is part of the Iec White House. The rental amount of the flat is an affordable Rs 10,000/-. You just have to deposit an initial booking amount of Rs 12000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some attractive additional facilities available with the flat are laundry service,internet/wi-fi connectivity,service/goods lift,intercom facility. The flat is centrally located near delta metro station. It is well-positioned and one can get a view of garden/park, main road. In addition to this, the flat is studded with capacious 2 balconies. The flat on rent has 2 large and spacious bedrooms. With 1 store room attached, the extra articles can be easily stored. In addition to this, 1 study room can be doubled up as a small office or guest area. To serve the occupier optimally, the flat comes semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in Unitech Horizon, PI 2",Unitech Horizon,Semi-Furnished,Bachelors/Family,Immediately,1768 sqft,10 out of 17,North,"Garden/Park, Pool, Main Road",3,2,"₹15,500","for rent 3 bhk flat with woodwork complete Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of PI 2. This charming flat available on rent is part of the Unitech Horizon. The rent amount of the flat is very competitive and set at an amount of Rs 15,500/-. Plus you need to pay a booking amount of only Rs 15500/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat is centrally located near near by metro station pari chowk greater noida. The location ensures a splendid view of garden/park, pool, main road. The flat is bundled with spacious 1 covered, 1 open car parking. It also has 2 balconies. The flat available on rent features 3 spacious bedrooms. To serve the occupier optimally, the flat comes semi-furnished. The flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in ATS Green Paradiso, Chi 4",ATS Green Paradiso,Semi-Furnished,Bachelors/Family,Immediately,1450 sqft,3 out of 13,North - East,"Garden/Park, Pool",3,3,"₹13,000","its 3bhk semifurnished with complete wood work fully family occupied society in most valuable brand Ats project Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Chi 4. The spacious flat offered on rent is part of the popular project Ats Green Paradiso. Affordable to rent, the flat is available for rent at a competitive amount of Rs 13,000/-. However, you are required to deposit a booking amount of Rs 17000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. Some premium add-on facilities bundled with the flat are jogging and strolling track. The flat is strategically located near radison blu pari chowk & honda car. It provides an amazing view of garden/park, pool. The flat is bundled with spacious 1 covered, 1 open car parking. Also, it features 3 balconies that are spacious. The flat on rent has 3 large and spacious bedrooms. The flat comes semi-furnished and is sure to appeal to you. It is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in IFI Alstonia, Phi 2",IFI Alstonia,Unfurnished,Bachelors/Family,Immediately,1200 sqft,10 out of 12,East,"Garden/Park, Main Road",3,3,"₹8,000","Multistorey apartment is available for rent. It covered area of 1600 sq-ft, it is a good location property. Please contact for more details. If taking a flat for rent is on you mind, you must go for 3 BHK flat in Phi 2 located at the heart of the city. The state-of-the art flat available on rent is part of the Ifi Alstonia. The rental rates are quite justifiable and set at an amount of Rs 8,000/-. You just have to deposit an initial booking amount of Rs 6000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat boasts of a superb location near delta 1 metro station. It is well-positioned and one can get a view of garden/park, main road. It also has 3 balconies. This flat on rent comes with 3 well planned bedrooms. The flat comes unfurnished and is sure to appeal to you. The flat is immediately available for rent. "
greater-noida,4 BHK Apartment for Rent in Chi-Phi,None,Semi-Furnished,Bachelors/Family,Immediately,2800 sqft,12 out of 12,West,Main Road,4,5,"₹20,000","Penthouse to be seen to be believed. I own a large 4 bedroom penthouse at prestigious AWHO colony at Gurjinder Vihar. It has two private terraces and five balconies. Located at sector chi-1, Pocket- P 5, Next to Yamuna Expressway. Merely 1.5 kms from, The penthouse is in a corner tower built up on 12th Pari Chowk & 13th floors with a picturesque, Unhindered Panaromic view of the city. The colony has all the modern amenities like shopping complex, club house, canteen, ATMs, medical facilities, generator backup of essential areas, 24 hours security & school. More than 1500 families are staying in the complex. Available for urgent rent. A lease with a reputed company preferable. Size- super area above 3400 sq-ft with 4 bedrooms, 4 bathrooms, 1 drawing room, 1 high ceiling dining room, 2 open large terraces plus 4 balconies. New construction. Possession taken in Nov 2012. Serviced well by all modes of transport. Exclusive advantage plus-we are ready to furnish the complete house as per specific requirements, color combinations and choices of the company leasing and person renting the house. Company lease with reputed company is also welcome. Please contact for more details."
greater-noida,"4 BHK Apartment for Rent in Ashiana Orchids, Gamma 2",Ashiana Orchids,Semi-Furnished,Bachelors/Family,Immediately,1440 sqft,10 out of 11,None,None,2,2,"₹16,500","Do you want to rent flat for accomodation? Consider 4 BHK flat in the popular locality of Gamma 2. This charming flat available on rent is part of the Ashiana Orchids. The rent amount of the flat is very competitive and set at an amount of Rs 16,500/-. However, you will have to deposit a booking amount of Rs 33000/- if you wish to rent this flat. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. Also, there are 2 balconies in the flat. The flat listed for rent boasts of 4 sizable and aesthetically designed bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in Panchsheel Hynish, Greater Noida West",Panchsheel Hynish,Unfurnished,Bachelors/Family,Immediately,1120 sqft,15 out of 23,None,None,2,3,"₹15,000","Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Greater Noida West. The state-of-the art flat available on rent is part of the Panchsheel Hynish. The Rent amount is set at an attractive price of Rs 15,000/-. Although, the occupier is required to deposit a booking amount of Rs 20000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. Also, there are 3 balconies in the flat. The flat on rent has 3 large and spacious bedrooms. To serve the occupier optimally, the flat comes unfurnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Nirala Greenshire, Sector 2",Nirala Greenshire,Semi-Furnished,Bachelors/Family,Immediately,850 sqft,9 out of 26,North - East,"Garden/Park, Main Road",2,3,"₹11,500","Nirala Greenshire is brand new creativity by the famous Nirala India which is in the vicinity of the plushest locality of Greater Noida West.Spread over acres of lush greeneries and eco-friendly surrounds, this residential project offers 23 BHK apartments with bizarre hi-tech specifications of quality construction and"
greater-noida, Studio Apartment for Rent in Omicron 3,None,Semi-Furnished,Bachelors/Family,Immediately,None,7 out of 14,None,None,1,None,"₹9,000","The rent amount of the flat is very competitive and set at an amount of Rs 9,000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. The flat is well-designed and comes semi-furnished, with a unique appeal. Owing to continuous demand, the flat is immediately available for rent. "
greater-noida,3 BHK Apartment for Rent in Noida Extention,None,Semi-Furnished,Bachelors/Family,Immediately,1190 sqft,21 out of 21,North - East,"Garden/Park, Pool",2,3,"₹9,000","i have 3bhk flat for rent with having light fan curtain road wardrobe ::::this is one of the best society in greater noida west 24 hours electricity and water Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Noida Extention. The rent amount of the flat is very competitive and set at an amount of Rs 9,000/-. Although, the occupier is required to deposit a booking amount of Rs 9000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. The flat boasts of a superb location near near ek murti greater noida west. It provides an amazing view of garden/park, pool. The flat is bundled with spacious 1 covered, 1 open car parking. Also, there are 3 balconies in the flat. The flat available on rent features 3 spacious bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. It is immediately available for rent. "
greater-noida,"4 BHK Apartment for Rent in Plumeria Garden Estate, Omicron",Plumeria Garden Estate,Semi-Furnished,Bachelors/Family,Immediately,None,5 out of 11,None,None,4,None,"₹17,000","Do you want to rent flat for accomodation? Consider 4 BHK flat in the popular locality of Omicron. Located within the premium project of Plumeria Garden Estate, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 17,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat available on rent features 4 spacious bedrooms. A beautifully designed abode, the flat is semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"4 BHK Apartment for Rent in Gaur City 1st Avenue, Greater Noida West",Gaur City 1st Avenue,Semi-Furnished,Family,Immediately,1600 sqft,6 out of 20,East,Garden/Park,4,5,"₹16,500","very prime location and near to Gaur chock on taj highway If taking a flat for rent is on you mind, you must go for 4 BHK flat in Greater Noida West located at the heart of the city. Located within the premium project of Gaur City 1st Avenue, this well-ventilated flat is available on rent. The rental amount of the flat is an affordable Rs 16,500/-. Plus you need to pay a booking amount of only Rs 5000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Family. Some added-on facilities available with the flat are jogging and strolling track,outdoor tennis courts,service/goods lift,visitor parking. The flat is strategically located near very prime location and near to gaur chock on taj highway. It provides an amazing view of garden/park. Ensuring that you park the car safely, the flat has 1 covered car parking. The flat also has 5 balconies for a multiple usages. The flat on rent has 4 large and spacious bedrooms. The flat comes semi-furnished and is sure to appeal to you. The flat is immediately available for rent. "
greater-noida,"4 BHK Apartment for Rent in Purvanchal Royal City, Chuharpur Khadar, Sector-Chi",Purvanchal Royal City,Semi-Furnished,Bachelors/Family,Immediately,1822 sqft,4 out of 4,North - East,"Garden/Park, Pool, Main Road",5,4,"₹25,000","4bhk 2505 sqft in for rent royal city. prime loction best price. near by metro and school and highway. Looking out for a flat for rent? Rent flats of 4 BHK in the well-connected locality of Chuharpur Khadar, Sector-Chi. The spacious flat offered on rent is part of the popular project Purvanchal Royal City. The rental amount of the flat is an affordable Rs 25,000/-. However, you will have to deposit a booking amount of Rs 25000/- if you wish to rent this flat. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. Some premium add-on facilities bundled with the flat are jogging and strolling track. The flat is strategically located near pari chowh and metro. It is well-positioned and one can get a view of garden/park, pool, main road. Ensuring that you park the car safely, the flat has 2 covered car parking. Also, it features 4 balconies that are spacious. This flat on rent comes with 4 well planned bedrooms. To serve the occupier optimally, the flat comes semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in ATS Green Paradiso, Cassia Fistula Estate, Sector-Chi",ATS Green Paradiso,Semi-Furnished,Bachelors/Family,Immediately,1750 sqft,10 out of 13,North - East,Main Road,3,3,"₹19,000","moudal kitchan and good lift and woodan work and etc ... If taking a flat for rent is on you mind, you must go for 3 BHK flat in Cassia Fistula Estate, Sector-Chi located at the heart of the city. Located within the premium project of Ats Green Paradiso, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 19,000/-. Plus you need to pay a booking amount of only Rs 19000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. The flat is centrally located near near by yamuna exprawey and 5 mint drive pari chock and pertoul pump... It is well-positioned and one can get a view of main road. The flat comes with 1 covered, 1 open car parking for dedicated use. In addition to this, the flat is studded with capacious 3 balconies. The flat available on rent features 3 spacious bedrooms. A beautifully designed abode, the flat is semi-furnished. It is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Aba Cherry County, Tech Zone, Gautam Budh Nagar, Yamuna Expressway",Aba Cherry County,Semi-Furnished,Bachelors,Immediately,None,13 out of 22,North - West,"Garden/Park, Pool, Main Road",2,3,"₹12,000","Multistorey apartment is available for rent. It has covered area 1206 sq-ft, it is 2 BHK apartment. Please contact for more details. Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Tech Zone, Gautam Budh Nagar, Yamuna Expressway. Located within the premium project of Aba Cherry County, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 12,000/-. Although, the occupier is required to deposit a booking amount of Rs 12000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are bar/lounge,banquet hall,service/goods lift,intercom facility. It is well-positioned and one can get a view of garden/park, pool, main road. The flat also has 3 balconies for a multiple usages. This flat on rent comes with 2 well planned bedrooms. Moreover, 1 study room can be utilised as a guest room or office area. A beautifully designed abode, the flat is semi-furnished. The flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in ABA Corp Cherry County, Greater Noida West",ABA Corp Cherry County,Semi-Furnished,Bachelors/Family,Immediately,None,20 out of 29,North - East,Main Road,3,4,"₹25,000","3bhk fully furnished flat for rent with wodular kitchen ,3 wardrobe some moveable furniture like bed,ac,dining table ,chimney,gysre ,gas,etc .its a east facing flat 1 covered parking Do you want to rent flat for accomodation? Consider 3 BHK flat in the popular locality of Greater Noida West. This charming flat available on rent is part of the Aba Corp Cherry County. The rental amount of the flat is an affordable Rs 25,000/-. However, you will have to deposit a booking amount of Rs 10000/- if you wish to rent this flat. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat is strategically located near the property close to metro station & reputed school in vincity .. It provides an amazing view of main road. The flat has 1 covered car parking for your convenience. Also, there are 4 balconies in the flat. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. Owing to continuous demand, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in Gaur Saundaryam, Greater Noida West",Gaur Saundaryam,Furnished,Bachelors,Immediately,None,17 out of 23,South - East,Garden/Park,3,4,"₹25,000","Gaur Sundaram is of the best society in Noida Extension Rent flats of 3 BHK in the prime locality of Greater Noida West. The state-of-the art flat available on rent is part of the Gaur Saundaryam. The rent amount of the flat is very competitive and set at an amount of Rs 25,000/-. You just have to deposit an initial booking amount of Rs 50000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors. If you rent the flat, you will have access to facilities like banquet hall, outdoor tennis courts, internet/wi-fi connectivity, ro water system, service/goods lift. The flat is strategically located near char murti gol chakkar. Also, it overlooks garden/park to offer a soothing view. It also has 4 balconies. The flat available on rent features 3 spacious bedrooms. Designed to meet your modern needs, the flat comes furnished. The flat is immediately available for rent. "
greater-noida,3 BHK Apartment for Rent in Techzone 4,None,Semi-Furnished,Bachelors,Immediately,1285 sqft,1 out of 18,East,"Pool, Main Road",2,4,"₹12,500","If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Techzone 4. The rent amount of the flat is very competitive and set at an amount of Rs 12,500/-. You just have to deposit an initial booking amount of Rs 30000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some attractive additional facilities available with the flat are jogging and strolling track, outdoor tennis courts, internet/wi-fi connectivity, ro water system, service/goods lift. It is well-positioned and one can get a view of pool, main road. Also, there are 4 balconies in the flat. The flat on rent has 3 large and spacious bedrooms. And 1 study room that can be used as a guest room or a home office. The flat comes semi-furnished and is sure to appeal to you. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in Gaur Atulyam, Omicron 1",Gaur Atulyam,Semi-Furnished,Bachelors/Family,Immediately,1250 sqft,10 out of 23,North - East,"Garden/Park, Pool, Main Road",3,3,"₹15,000","This Property is Nearby 130mtr Wide Road Do you want to rent flat for accomodation? Consider 3 BHK flat in the popular locality of Omicron 1. The aesthetically designed flat available on rent is part of the leading project of Gaur Atulyam. The Rent amount is set at an attractive price of Rs 15,000/-. You just have to deposit an initial booking amount of Rs 15000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. The flat is strategically located near pari chowk , ansal plaza mall , vanish mall , fuel pump etc. It provides an amazing view of garden/park, pool, main road. The flat is bundled with spacious 1 covered, 1 open car parking. Also, it features 3 balconies that are spacious. The flat offered on rent is equipped with 3 well-designed bedrooms. To serve the occupier optimally, the flat comes semi-furnished. It is immediately available for rent. "
greater-noida,2 BHK Apartment for Rent in Amatra homes,None,Furnished,Bachelors/Family,Immediately,None,5 out of 16,East,"Garden/Park, Pool, Main Road",2,3,"₹10,000","The rental rates are quite justifiable and set at an amount of Rs 10,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. It provides an amazing view of garden/park, pool, main road. The flat comes with 1 covered car parking for dedicated use. Also, it features 3 balconies that are spacious. The flat offered on rent is equipped with 2 well-designed bedrooms. A beautifully designed abode, the flat is furnished. The flat is immediately available for rent. "
greater-noida,3 BHK Apartment for Rent in Sector 17A,None,Unfurnished,Bachelors/Family,Immediately,None,2 out of 20,None,None,2,None,"₹13,000","Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Sector 17A. The rental amount of the flat is an affordable Rs 13,000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. This flat on rent comes with 3 well planned bedrooms. Designed to meet your modern needs, the flat comes unfurnished. Owing to continuous demand, the flat is immediately available for rent. "
greater-noida," Studio Apartment for Rent in Supertech Czar Suites, Omicron 1",Supertech Czar Suites,Furnished,Bachelors/Family,Immediately,470 sqft,14 out of 20,North - West,"Garden/Park, Pool",1,1,"₹10,000","Fully furnished property, neat and clean apartment, all goods are new and clean. for more info please visit the site once. Located within the premium project of Supertech Czar Suites, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 10,000/-. Although, the occupier is required to deposit a booking amount of Rs 10000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat boasts of a superb location near near amity university, noida to greater noida express day. The location ensures a splendid view of garden/park, pool. The flat is bundled with spacious 1 covered car parking. The flat also has 1 balconies for a multiple usages. Designed to meet your modern needs, the flat comes furnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,2 BHK Apartment for Rent in 11th Avenue,None,Furnished,Bachelors/Family,Immediately,930 sqft,20 out of 20,None,None,2,2,"₹8,000","The Rent amount is set at an attractive price of Rs 8,000/-. However, you will have to deposit a booking amount of Rs 8000/- if you wish to rent this flat. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. It also has 2 balconies. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. A beautifully designed abode, the flat is furnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"3 BHK Apartment for Rent in Jaypee Greens Moon Court, Pari Chowk",Jaypee Greens Moon Court,Semi-Furnished,Bachelors/Family,Immediately,1750 sqft,8 out of 19,North - East,"Garden/Park, Pool, Main Road",3,3,"₹25,000","This is 3bhk with Servant Room Flat is available for Rent in Jaypee Greens Greater Noida. This is well maintain township and close to Pari Chwok Noida Expressway. This is close to Shopping complex, hospitals. Metro Station Etc. This is well maintain society in Greater Noida."
greater-noida,2 BHK Apartment for Rent in gaur city,None,Furnished,Bachelors,Immediately,650 sqft,15 out of 15,North - East,"Garden/Park, Main Road",2,2,"₹15,000","beautiful view The rent amount of the flat is very competitive and set at an amount of Rs 15,000/-. You just have to deposit an initial booking amount of Rs 15000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts, laundry service. The flat is centrally located near 4 murti. It provides an amazing view of garden/park, main road. To park your car, the flat comes with a its own 1 covered car parking. It also has 2 balconies. The flat on rent has 2 large and spacious bedrooms. A beautifully designed abode, the flat is furnished. It is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Himalaya Pride, Greater Noida West",Himalaya Pride,Unfurnished,Bachelors,Immediately,650 sqft,14 out of 23,North - East,Garden/Park,2,2,"₹9,500","maintenance Rent flats of 2 BHK in the prime locality of Greater Noida West. The aesthetically designed flat available on rent is part of the leading project of Himalaya Pride. The Rent amount is set at an attractive price of Rs 9,500/-. You just have to deposit an initial booking amount of Rs 9500/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors. Some attractive additional facilities available with the flat are air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts, ro water system. Strategically located near near ek murti chowk, the flat is smartly located to offer seamless connectivity. Also, it overlooks garden/park to offer a soothing view. In addition to this, the flat is studded with capacious 2 balconies. The flat on rent has 2 large and spacious bedrooms. Designed to meet your modern needs, the flat comes unfurnished. Studded with almost all the features, the flat is immediately available for rent. "
greater-noida,"2 BHK Apartment for Rent in Hawelia Valencia Homes, Sector 1",Hawelia Valencia Homes,Furnished,Bachelors/Family,Immediately,895 sqft,14 out of 20,North - East,"Pool, Garden/Park, Main Road",2,2,"₹15,000","If you are planning to rent a flat, you can consider this 2 BHK flat situated in the prime location of Sector 1. The aesthetically designed flat available on rent is part of the leading project of Hawelia Valencia Homes. Affordable to rent, the flat is available for rent at a competitive amount of Rs 15,000/-. You just have to deposit an initial booking amount of Rs 15000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. Also, it overlooks pool, garden/park, main road to offer a soothing view. To park your car, the flat comes with a its own 1 covered car parking. Also, it features 2 balconies that are spacious. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. To serve the occupier optimally, the flat comes furnished. Studded with almost all the features, the flat is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in Ibiza Town, Suraj Kund, Sector 37",Ibiza Town,Semi-Furnished,Bachelors/Family,Immediately,2190 sqft,7 out of 20,East,None,3,3,"₹47,500","3 BHK Flat Available For Rent in Ibiza Town Surajkund Faridabad .Nice Loction And Very Close to Delhi .International Mela Surajkund only 1 km From Society. All Aminites and nice Looking Project in Faridabad . If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Suraj Kund, Sector 37. This charming flat available on rent is part of the Ibiza Town. The Rent amount is set at an attractive price of Rs 47,500/-. Although, the occupier is required to deposit a booking amount of Rs 0/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. Some premium add-on facilities bundled with the flat are jogging and strolling track. The flat is well-connected and positioned near near surajkund mela. The flat has 1 covered, 1 open car parking for your convenience. It also has 3 balconies. The flat on rent has 3 large and spacious bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. It is immediately available for rent. "
faridabad,"2 BHK Apartment for Rent in Sector 46, Mathura Road",None,Semi-Furnished,Bachelors,Immediately,850 sqft,2 out of 9,East,"Garden/Park, Main Road",2,2,"₹14,000","This property is on fist floor,and 3bhk Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Sector 46, Mathura Road. The rental amount of the flat is an affordable Rs 14,000/-. Plus you need to pay a booking amount of only Rs 14000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are laundry service,internet/wi-fi connectivity,ro water system,service/goods lift,intercom facility. The flat boasts of a superb location near asian hospital, surajkund road, badkhal metro, manav rachna college. It provides an amazing view of garden/park, main road. In addition to this, the flat is studded with capacious 2 balconies. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. It is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in BPTP Parkland Pride, Sector 77",BPTP Parkland Pride,Semi-Furnished,Bachelors/Family,Immediately,925 sqft,1 out of 2,South,"Main Road, Garden/Park",2,2,"₹16,000","Near to park, fully power backup society, Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Sector 77. Located within the premium project of Bptp Parkland Pride, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 16,000/-. Plus you need to pay a booking amount of only Rs 16000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track, outdoor tennis courts, laundry service, internet/wi-fi connectivity, service/goods lift. The flat is centrally located near near next door mall. It is well placed and enables a view of main road, garden/park. Also, there are 2 balconies in the flat. The flat offered on rent is equipped with 3 well-designed bedrooms. To serve the occupier optimally, the flat comes semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
